idx,text,matched_place,confidence,center_x,center_y,width,height,norm_center_x,norm_center_y,polygon_xy
20,만년고등학교,만년고등학교,0.5840927692256073,185.0,490.0,64.0,14.0,0.2642857142857143,0.7,"[[153.0, 483.0], [217.0, 483.0], [217.0, 497.0], [153.0, 497.0]]"
36,정부대전청사,정부대전청사,0.5854647039175951,445.0,649.0,64.0,16.0,0.6357142857142857,0.9271428571428572,"[[413.0, 641.0], [477.0, 641.0], [477.0, 657.0], [413.0, 657.0]]"
